Year,Country,GDP per capita,Population,Unemployment rate,Continent
2021,"Iran, Islamic Rep.",4084.200305,87923432,9.282,Asia
2021,Iraq,4816.784834,43533592,16.173,Asia
2021,Ireland,102001.7982,5033164,6.194,Europe
2021,Isle of Man,94124.26833,84263,,Europe
2021,Israel,52129.51596,9371400,4.812,Asia
2021,Italy,36441.0598,59133173,9.497,Europe
2021,Jamaica,5183.58103,2827695,5.188,North America
2021,Japan,40058.53733,125681593,2.828,Asia
2021,Jordan,4152.757954,11148278,19.837,Asia
2021,Kazakhstan,10270.88734,19191356,5.556,Asia
2021,Kenya,2069.661129,53005614,5.693,Africa
2021,Kiribati,2244.110731,128874,,Oceania
2021,"Korea, Dem. People's Rep.",..,25971909,3.134,Asia
2021,"Korea, Rep.",35125.5225,51769539,3.639,Asia
2021,Kosovo,5270.55064,1786038,,Europe
2021,Kuwait,33358.46315,4250114,2.997,Asia
2021,Kyrgyz Republic,1365.508304,6773400,4.096,Asia
2021,Lao PDR,2535.623434,7425057,1.997,Asia
2021,Latvia,20930.39824,1884490,7.513,Europe
2021,Lebanon,4136.146575,5592631,12.621,Asia
2021,Lesotho,1054.93274,2281454,18.129,Africa
2021,Liberia,676.442927,5193416,3.792,Africa
2021,Libya,7094.99982,6735277,19.595,Africa
2021,Liechtenstein,197504.5489,39039,,Europe
2021,Lithuania,23849.6157,2800839,7.112,Europe
2021,Luxembourg,133711.7944,640064,5.247,Europe
2021,"Macao SAR, China",45104.89218,686607,2.252,Asia
2021,Madagascar,503.3520812,28915653,3.415,Africa
2021,Malawi,632.5331926,19889742,5.585,Africa
2021,Malaysia,11134.62295,33573874,4.64,Asia
2021,Maldives,10076.31753,521457,5.021,Asia
2021,Mali,881.5100887,21904983,2.29,Africa
2021,Malta,34951.70817,518536,3.403,Europe
2021,Marshall Islands,6130.437137,42050,,Oceania
2021,Mauritania,1998.394003,4614974,11.068,Africa
2021,Mauritius,9068.97293,1266334,7.719,Africa
2021,Mexico,10363.19272,126705138,4.019,North America
2021,"Micronesia, Fed. Sts.",3447.33097,113131,,Oceania
2021,Moldova,5274.605822,2595809,0.794,Europe
2021,Monaco,235132.7842,36686,,Europe
2021,Mongolia,4566.14013,3347782,7.747,Asia
2021,Montenegro,9465.96153,619211,16.543,Europe
2021,Morocco,3767.524902,37076584,10.539,Africa
2021,Mozambique,504.0377587,32077072,3.984,Africa
2021,Myanmar,1233.22777,53798084,4.34,Asia
2021,Namibia,4901.875889,2530151,20.877,Africa
2021,Nauru,14018.88584,12511,,Oceania
2021,Nepal,1229.394204,30034989,12.315,Asia
2021,Netherlands,58727.87055,17533044,4.21,Europe
2021,New Caledonia,37247.49312,270390,12.537,Oceania
2021,New Zealand,49624.18167,5111300,3.776,Oceania
2021,Nicaragua,2064.664619,6850540,6.064,North America
2021,Niger,590.6294948,25252722,0.819,Africa
2021,Nigeria,2065.77441,213401323,5.393,Africa
2021,North Macedonia,7620.80297,1837114,15.801,Europe
2021,Northern Mariana Islands,..,49481,,Oceania
2021,Norway,93072.89251,5408320,4.369,Europe
2021,Oman,19509.46646,4520471,1.9,Asia
2021,Pakistan,1506.108293,231402117,6.338,Asia
2021,Palau,12752.8953,18024,,Oceania
2021,Panama,15491.2898,4351267,10.453,North America
2021,Papua New Guinea,2624.60411,9949437,2.906,Oceania
2021,Paraguay,5959.441794,6703799,7.311,South America
2021,Peru,6713.662054,33715471,5.097,South America
2021,Philippines,3460.539382,113880328,3.398,Asia
2021,Poland,18050.27789,37747124,3.363,Europe
2021,Portugal,24661.16649,10361831,6.577,Europe
2021,Puerto Rico,32619.25042,3262693,7.9,North America
2021,Qatar,66858.74172,2688235,0.14,Asia
2021,Romania,14946.62497,19122059,5.59,Europe
2021,Russian Federation,12521.52246,144746762,4.715,Europe
2021,Rwanda,822.2680412,13461888,15.793,Africa
2021,Samoa,3857.689742,218764,10.368,Oceania
2021,San Marino,54982.45171,33745,,Europe
2021,Sao Tome and Principe,2350.452701,223107,15.042,Africa
2021,Saudi Arabia,24315.61533,35950396,6.621,Asia
2021,Senegal,1630.695072,16876720,3.368,Africa
2021,Serbia,9232.957705,6834326,10.061,Europe
2021,Seychelles,14982.91115,99258,,Africa
2021,Sierra Leone,504.6212876,8420641,3.516,Africa
2021,Singapore,79601.41296,5453566,4.64,Asia
2021,Sint Maarten (Dutch part),33238.45587,40708,,North America
2021,Slovak Republic,21765.7225,5447247,6.894,Europe
2021,Slovenia,29331.0647,2108079,4.747,Europe
2021,Solomon Islands,2151.293017,707851,0.866,Oceania
2021,Somalia,576.5236782,17065581,19.553,Africa
2021,South Africa,7073.612754,59392255,28.77,Africa
2021,South Sudan,..,10748272,13.868,Africa
2021,Spain,30488.82095,47415794,14.781,Europe
2021,Sri Lanka,3999.338002,22156000,5.258,Asia
2021,St. Kitts and Nevis,18036.00853,47606,,North America
2021,St. Lucia,10213.11544,179651,20.514,North America
2021,St. Martin (French part),20320.71688,31948,,North America
2021,St. Vincent and the Grenadines,8360.099739,104332,20.279,North America
2021,Sudan,749.7067871,45657202,11.466,Africa
2021,Suriname,5026.879493,612985,8.459,South America
2021,Sweden,61417.68088,10415811,8.722,Europe
2021,Switzerland,93446.43445,8704546,5.097,Europe
2021,Syrian Arab Republic,421.1173452,21324367,14.796,Asia
2021,Tajikistan,916.6919671,9750064,7.253,Asia
2021,Tanzania,1146.031982,63588334,2.806,Africa
2021,Thailand,7070.512507,71601103,1.215,Asia
2021,Timor-Leste,2741.95082,1320942,2.344,Asia
2021,Togo,964.99811,8644829,2.285,Africa
2021,Tonga,4425.971492,106017,2.111,Oceania
2021,Trinidad and Tobago,16056.30204,1525663,4.446,North America
2021,Tunisia,3817.377174,12262946,16.505,Africa
2021,Turkiye,9743.213131,84147318,11.969,Asia
2021,Turkmenistan,7885.299896,6341855,4.452,Asia
2021,Turks and Caicos Islands,23180.88517,45114,,North America
2021,Tuvalu,5372.760239,11204,,Oceania
2021,Uganda,883.8920262,45853778,3.422,Africa
2021,Ukraine,4827.845703,43848986,9.834,Europe
2021,United Arab Emirates,44332.34005,9365145,3.105,Asia
2021,United Kingdom,46869.75906,67026292,4.826,Europe
2021,United States,71055.87619,332048977,5.349,North America
2021,Uruguay,17733.85516,3426260,9.301,South America
2021,Uzbekistan,1993.424478,34915100,5.345,Asia
2021,Vanuatu,2978.012598,319137,4.734,Oceania
2021,"Venezuela, RB",..,28199867,7.027,South America
2021,Viet Nam,3759.948329,97468029,2.385,Asia
2021,Virgin Islands (U.S.),41976.00831,105870,13.932,North America
2021,West Bank and Gaza,3678.635657,4922749,26.39,Asia
2021,"Yemen, Rep.",583.8490413,32981641,18.248,Asia
2021,Zambia,1134.713454,19473125,5.195,Africa
2021,Zimbabwe,1773.920411,15993524,9.54,Africa
2022,Afghanistan,352.6037331,41128771,14.1,Asia
2022,Albania,6810.114041,2777689,11.588,Europe
2022,Algeria,5023.252932,44903225,12.437,Africa
2022,American Samoa,19673.3901,44273,,Oceania
2022,Andorra,42350.69707,79824,,Europe
2022,Angola,2933.484644,35588987,14.693,Africa
2022,Antigua and Barbuda,19919.72669,93763,,North America
2022,Argentina,13650.60463,46234830,6.805,South America
2022,Armenia,7018.051504,2780469,8.608,Asia
2022,Australia,65077.67667,26014399,3.701,Oceania
2022,Austria,52084.6812,9041851,4.992,Europe
2022,Azerbaijan,7770.594223,10141756,5.65,Asia
2022,"Bahamas, The",32041.25039,409984,9.87,North America
2022,Bahrain,30146.92503,1472233,1.326,Asia
2022,Bangladesh,2687.899063,171186372,5.247,Asia
2022,Barbados,20738.45119,281635,8.493,North America
2022,Belarus,7994.648061,9228071,3.574,Europe
2022,Belgium,49942.09064,11685814,5.558,Europe
2022,Belize,6984.21696,405272,8.724,North America
2022,Benin,1304.994797,13352864,1.473,Africa
2022,Bermuda,123091.1235,63595,,North America
2022,Bhutan,3704.018395,782455,5.947,Asia
2022,Bolivia,3600.121635,12224110,3.552,South America
2022,Bosnia and Herzegovina,7587.588173,3233526,12.657,Europe
2022,Botswana,7726.110997,2630296,23.615,Africa
2022,Brazil,9065.497334,215313498,9.231,South America
2022,British Virgin Islands,..,31305,,North America
2022,Brunei Darussalam,37152.47697,449002,5.191,Asia
2022,Bulgaria,13974.44925,6465097,4.268,Europe
2022,Burkina Faso,830.0439659,22673762,5.348,Africa
2022,Burundi,259.0250314,12889576,0.919,Africa
2022,Cabo Verde,3883.911159,593149,12.272,Africa
2022,Cambodia,1759.608023,16767842,0.247,Asia
2022,Cameroon,1563.48894,27914536,3.687,Africa
2022,Canada,55509.39318,38939056,5.28,North America
2022,Cayman Islands,96073.76359,68706,,North America
2022,Central African Republic,427.0580962,5579144,6.337,Africa
2022,Chad,699.4632545,17723315,1.104,Africa
2022,Channel Islands,64501.27424,174079,5.91,Europe
2022,Chile,15411.17395,19603733,8.299,South America
2022,China,12662.58317,1412175000,4.98,Asia
2022,Colombia,6657.086697,51874024,10.547,South America
2022,Comoros,1484.892465,836774,5.854,Africa
2022,"Congo, Dem. Rep.",664.5935433,99010212,4.585,Africa
2022,"Congo, Rep.",2649.230634,5970424,20.261,Africa
2022,Costa Rica,13365.3564,5180829,11.325,North America
2022,Cote d'Ivoire,2491.895934,28160542,2.434,Africa
2022,Croatia,18673.17799,3855641,6.96,Europe
2022,Cuba,..,11212191,1.254,North America
2022,Curacao,20492.81531,149996,,North America
2022,Cyprus,32048.24805,1251488,6.807,Asia
2022,Czechia,27226.61564,10672118,2.224,Europe
2022,Denmark,67790.05399,5903037,4.434,Europe
2022,Djibouti,3278.138696,1120849,26.367,Africa
2022,Dominica,8347.32336,72737,,North America
2022,Dominican Republic,10111.24571,11228821,5.504,North America
2022,Ecuador,6476.644575,18001000,3.761,South America
2022,"Egypt, Arab Rep.",4295.407496,110990103,7.344,Africa
2022,El Salvador,5048.443973,6336392,2.999,North America
2022,Equatorial Guinea,8052.256529,1674908,8.746,Africa
2022,Eritrea,..,3684032,5.941,Africa
2022,Estonia,28114.14318,1348840,5.571,Europe
2022,Eswatini,3986.887239,1201670,37.852,Africa
2022,Ethiopia,1027.498631,123379924,3.493,Africa
2022,Faroe Islands,66979.27732,53090,,Europe
2022,Fiji,5356.16438,929766,4.481,Oceania
2022,Finland,50734.71075,5556106,6.719,Europe
2022,France,40886.25327,67971311,7.308,Europe
2022,French Polynesia,18984.8511,306279,11.911,Oceania
2022,Gabon,8820.347338,2388992,20.501,Africa
2022,"Gambia, The",803.808655,2705992,6.082,Africa
2022,Georgia,6729.846599,3712502,11.657,Asia
2022,Germany,48717.99114,83797985,3.135,Europe
2022,Ghana,2218.414758,33475870,3.084,Africa
2022,Gibraltar,..,32649,,Europe
2022,Greece,20867.26909,10426919,12.426,Europe
2022,Greenland,..,56661,,North America
2022,Grenada,9762.414721,125438,,North America
2022,Guam,40227.27537,171774,5.527,Oceania
2022,Guatemala,5473.208564,17357886,3.051,North America
2022,Guinea,1515.167948,13859341,5.328,Africa
2022,Guinea-Bissau,814.1119901,2105566,3.204,Africa
2022,Guyana,18199.47484,808726,12.423,South America
2022,Haiti,1748.257135,11584996,14.719,North America
2022,Honduras,3012.217341,10432860,7.037,North America
2022,"Hong Kong SAR, China",48828.12125,7346100,4.318,Asia
2022,Hungary,18355.82781,9643048,3.609,Europe
2022,Iceland,75135.09161,382003,3.789,Europe
2022,India,2366.309609,1417173173,4.822,Asia
2022,Indonesia,4787.912364,275501339,3.462,Asia
2022,"Iran, Islamic Rep.",4668.457443,88550570,9.085,Asia
2022,Iraq,6441.917365,44496122,15.588,Asia
2022,Ireland,103983.2913,5127170,4.479,Europe
2022,Isle of Man,..,84519,,Europe
2022,Israel,54930.93881,9557500,3.695,Asia
2022,Italy,35068.83597,58940425,8.069,Europe
2022,Jamaica,6047.216444,2827377,4.083,North America
2022,Japan,34017.27181,125124989,2.6,Asia
2022,Jordan,4311.000051,11285869,18.2,Asia
2022,Kazakhstan,11484.41681,19634983,4.86,Asia
2022,Kenya,2099.298568,54027487,5.805,Africa
2022,Kiribati,2061.393041,131232,,Oceania
2022,"Korea, Dem. People's Rep.",..,26069416,2.965,Asia
2022,"Korea, Rep.",32394.68337,51672569,2.857,Asia
2022,Kosovo,5290.977397,1768086,,Europe
2022,Kuwait,42823.82783,4268873,2.124,Asia
2022,Kyrgyz Republic,1739.8,6974900,4.055,Asia
2022,Lao PDR,2054.430781,7529475,1.209,Asia
2022,Latvia,21508.40033,1879383,6.815,Europe
2022,Lebanon,3823.938069,5489739,11.599,Asia
2022,Lesotho,992.8573285,2305825,16.668,Africa
2022,Liberia,754.5328486,5302681,2.99,Africa
2022,Libya,8211.380948,6812341,19.319,Africa
2022,Liechtenstein,187267.1324,39327,,Europe
2022,Lithuania,25078.74537,2831639,5.956,Europe
2022,Luxembourg,125006.0218,653103,4.585,Europe
2022,"Macao SAR, China",35192.52784,695168,2.476,Asia
2022,Madagascar,516.772197,29611714,3.186,Africa
2022,Malawi,643.4331957,20405317,5.051,Africa
2022,Malaysia,11993.18761,33938221,3.93,Asia
2022,Maldives,11780.81691,523787,4.424,Asia
2022,Mali,831.2234666,22593590,3.09,Africa
2022,Malta,34563.39663,531113,2.929,Europe
2022,Marshall Islands,6225.179222,41569,,Oceania
2022,Mauritania,2057.380392,4736139,10.602,Africa
2022,Mauritius,10239.79705,1262523,6.322,Africa
2022,Mexico,11476.67881,127504125,3.256,North America
2022,"Micronesia, Fed. Sts.",3766.511335,114164,,Oceania
2022,Moldova,5715.280221,2538894,0.909,Europe
2022,Monaco,240862.1824,36469,,Europe
2022,Mongolia,5045.504726,3398366,6.211,Asia
2022,Montenegro,10093.4387,617213,15.288,Europe
2022,Morocco,3441.991455,37457971,9.53,Africa
2022,Mozambique,558.2985925,32969518,3.621,Africa
2022,Myanmar,1149.018961,54179306,2.83,Asia
2022,Namibia,4895.680661,2567012,19.748,Africa
2022,Nauru,12142.76993,12668,,Oceania
2022,Nepal,1348.15719,30547580,10.922,Asia
2022,Netherlands,57025.01246,17700982,3.524,Europe
2022,New Caledonia,35745.84892,269215,11.291,Oceania
2022,New Zealand,48216.50958,5117200,3.297,Oceania
2022,Nicaragua,2252.310206,6948392,4.978,North America
2022,Niger,588.8990483,26207977,0.552,Africa
2022,Nigeria,2162.633732,218541212,3.827,Africa
2022,North Macedonia,7485.603458,1831712,14.477,Europe
2022,Northern Mariana Islands,..,49551,,Oceania
2022,Norway,108798.4512,5457127,3.233,Europe
2022,Oman,25056.79486,4576298,1.514,Asia
2022,Pakistan,1589.26398,235824862,5.548,Asia
2022,Palau,13421.97229,18055,,Oceania
2022,Panama,17357.62863,4408581,8.202,North America
2022,Papua New Guinea,3115.922923,10142619,2.689,Oceania
2022,Paraguay,6187.06603,6780744,6.755,South America
2022,Peru,7239.111311,34049588,3.85,South America
2022,Philippines,3499.10728,115559009,2.598,Asia
2022,Poland,18732.49773,36821749,2.886,Europe
2022,Portugal,24515.26575,10409704,6.011,Europe
2022,Puerto Rico,35268.0791,3220113,6,North America
2022,Qatar,87480.41971,2695122,0.13,Asia
2022,Romania,15692.30717,19047009,5.614,Europe
2022,Russian Federation,15445.24219,144236933,3.867,Europe
2022,Rwanda,966.5712933,13776698,15.085,Africa
2022,Samoa,3745.560367,222382,9.923,Oceania
2022,San Marino,..,33660,,Europe
2022,Sao Tome and Principe,2386.696176,227380,14.115,Africa
2022,Saudi Arabia,30447.88232,36408820,5.589,Asia
2022,Senegal,1594.985153,17316449,2.968,Africa
2022,Serbia,9537.684319,6664449,8.684,Europe
2022,Seychelles,17167.19098,119878,,Africa
2022,Sierra Leone,475.7957278,8605718,3.194,Africa
2022,Singapore,88428.70242,5637022,3.591,Asia
2022,Sint Maarten (Dutch part),37592.66081,40888,,North America
2022,Slovak Republic,21279.45892,5431752,6.143,Europe
2022,Slovenia,28439.3341,2111986,4.013,Europe
2022,Solomon Islands,2162.66613,724273,1.579,Oceania
2022,Somalia,592.103122,17597511,19.128,Africa
2022,South Africa,6766.481254,59893885,28.838,Africa
2022,South Sudan,..,10913164,12.395,Africa
2022,Spain,29674.54429,47778340,12.917,Europe
2022,Sri Lanka,3342.720125,22181000,6.33,Asia
2022,St. Kitts and Nevis,20593.60912,47657,,North America
2022,St. Lucia,13030.92895,179857,15.934,North America
2022,St. Martin (French part),..,31791,,North America
2022,St. Vincent and the Grenadines,9297.846929,103948,19.51,North America
2022,Sudan,1102.245361,46874204,7.53,Africa
2022,Suriname,5858.824661,618040,8.232,South America
2022,Sweden,56299.50573,10486941,7.392,Europe
2022,Switzerland,93259.90572,8775760,4.3,Europe
2022,Syrian Arab Republic,..,22125249,13.813,Asia
2022,Tajikistan,1076.434691,9952787,6.981,Asia
2022,Tanzania,1193.359619,65497748,2.609,Africa
2022,Thailand,6913.050805,71697030,0.94,Asia
2022,Timor-Leste,2389.295875,1341296,1.537,Asia
2022,Togo,923.2403712,8848699,2.065,Africa
2022,Tonga,4681.679407,106858,2.354,Oceania
2022,Trinidad and Tobago,19629.46534,1531044,4.383,North America
2022,Tunisia,3607.910238,12356117,15.301,Africa
2022,Turkiye,10674.50417,84979913,10.432,Asia
2022,Turkmenistan,8792.548504,6430770,4.121,Asia
2022,Turks and Caicos Islands,26886.51474,45703,,North America
2022,Tuvalu,5221.53307,11312,,Oceania
2022,Uganda,964.3541465,47249585,2.93,Africa
2022,Ukraine,4575.975098,38000000,,Europe
2022,United Arab Emirates,53707.98008,9441129,2.873,Asia
2022,United Kingdom,45564.15694,67791000,3.73,Europe
2022,United States,77246.67388,333271411,3.65,North America
2022,Uruguay,20499.24222,3422794,7.877,South America
2022,Uzbekistan,2276.161233,35648100,4.535,Asia
2022,Vanuatu,3128.540422,326740,5.171,Oceania
2022,"Venezuela, RB",..,28301696,5.747,South America
2022,Viet Nam,4179.01179,98186856,1.535,Asia
2022,Virgin Islands (U.S.),..,105413,12.669,North America
2022,West Bank and Gaza,3799.95527,5043612,24.42,Asia
2022,"Yemen, Rep.",698.85035,33696614,17.515,Asia
2022,Zambia,1456.90157,20017675,5.993,Africa
2022,Zimbabwe,1676.821489,16320537,10.087,Africa
